,bal0,bal1,bal2,bal3,bal4,bal5,bal6,elev0,elev1,floor,hfloor,htype,kitarea,lat,livarea,lon,offertype,overallarea,parktype,price,rdate,roomarea0,roomarea1,roomarea2,roomarea3,roomarea4,roomarea5,roomarea6,rooms,slavnum,ulavnum,view
974,1 балк,,,,,,,1 пасс,,5,12,вторичка,7.0,55.7046,22.0,37.581182,альтернатива,40.0,,9000000,,13.0,9.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
975,нет,,,,,,,2 пасс,1 груз,2,6,"вторичка,кирпичный",,55.776294,17.3,37.672163,свободная,17.3,,4814581,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
976,,,,,,,,1 пасс,1 груз,13,18,"новостройка,монолитный",13.7,55.861196,23.6,37.670824,предварительный,51.0,подземная,12498373,"(0, 0)",23.58,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
977,,,,,,,,1 пасс,,4,9,вторичка,7.0,55.834477,17.8,37.666108,свободная,33.4,,5700000,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
978,,,,,,,,1 пасс,1 груз,2,12,"вторичка,блочный",9.0,55.808159,20.0,37.828883,свободная,36.0,,4600000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
979,1 лодж,,,,,,,1 пасс,1 груз,3,16,"вторичка,монолитный",12.0,55.903777,31.8,37.388143,альтернатива,66.7,,11500000,,17.6,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
980,,,,,,,,,,2,5,"вторичка,кирпичный",6.0,55.660399,31.7,37.621094,свободная,45.0,,8900000,,,,,0.0,0.0,0.0,0.0,3,,,улица
981,1 балк,,,,,,,,,4,5,"вторичка,кирпичный",6.0,55.824253,17.0,37.598366,свободная,30.0,наземная,5300000,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
982,1 лодж,,,,,,,1 пасс,1 груз,16,16,вторичка,8.5,55.897831,36.0,37.568767,свободная,47.0,наземная,7300000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
983,нет,,,,,,,1 пасс,,5,9,"вторичка,панельный",7.0,55.862439,29.0,37.489248,свободная,45.0,,7190000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
984,нет,,,,,,,1 пасс,,3,16,"вторичка,панельный",9.0,55.815322,21.0,37.403414,альтернатива,39.0,,7700000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
985,,,,,,,,1 пасс,,2,9,вторичка,7.4,55.846532,22.1,37.579538,свободная,36.7,,5980000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двориулица
986,,,,,,,,1 пасс,,2,9,"вторичка,панельный",7.0,55.622197,34.0,37.593983,свободная,52.0,,7699000,,11.0,,,0.0,0.0,0.0,0.0,3,1.0,,двор
987,1 лодж,,,,,,,1 пасс,1 груз,15,17,вторичка,8.0,55.623625,18.0,37.507008,свободная,37.0,наземная,7250000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
988,нет,,,,,,,1 пасс,1 груз,5,19,"новостройка,монолитный",6.8,55.653719,25.6,37.530052,свободная,44.9,,5926800,,12.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
989,,,,,,,,,,1,9,"вторичка,кирпичный",5.5,55.802912,46.0,37.718067,свободная,60.4,,8390000,,,,,0.0,0.0,0.0,0.0,3,1.0,,двор
990,,,,,,,,,,5,5,"вторичка,панельный",6.0,55.82402,26.0,37.601888,свободная,42.0,,8700000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
991,нет,,,,,,,1 пасс,,9,9,"вторичка,панельный",7.0,55.651034,19.0,37.711249,свободная,33.0,,4850000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
992,1 балк,,,,,,,1 пасс,1 груз,18,25,новостройка,,55.729384,,37.739991,свободная,29.1,,4673903,"(1, 2018)",,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двориулица
993,,,,,,,,1 пасс,1 груз,2,12,"вторичка,панельный",9.0,55.624083,21.0,37.750837,свободная,39.0,,5850000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
994,1 лодж,,,,,,,1 пасс,1 груз,11,12,"вторичка,панельный",7.0,55.583439,31.0,37.65664,альтернатива,47.0,,5700000,,14.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,улица
995,1 лодж,,,,,,,2 пасс,2 груз,19,24,"вторичка,панельный",10.0,55.72309,20.0,37.901377,свободная,42.0,,5700000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двориулица
996,1 лодж,,,,,,,2 пасс,,9,12,"вторичка,панельный",8.0,55.863363,20.0,37.427704,свободная,40.0,,7000000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двориулица
997,нет,,,,,,,1 пасс,,2,16,"вторичка,панельный",10.0,55.722958,21.0,37.384675,свободная,42.0,,5700000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
998,,,,,,,,1 пасс,1 груз,13,22,"вторичка,панельный",10.0,55.89714,20.0,37.588871,свободная,37.6,,6400000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
999,1 балк,,,,,,,1 пасс,,7,9,вторичка,6.1,55.708557,30.5,37.814196,свободная,46.8,наземная,5600000,,18.9,11.6,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1000,,,,,,,,1 пасс,1 груз,10,12,"вторичка,кирпично-монолитный",18.0,55.896771,40.0,37.397907,свободная,80.0,подземная,8999000,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,двор
1001,1 лодж,,,,,,,,,5,5,"вторичка,панельный",6.0,55.82796,18.9,37.760009,альтернатива,31.4,,5200000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
1002,1 балк,,,,,,,1 пасс,,4,9,"вторичка,кирпичный",5.6,55.839537,17.3,37.526304,свободная,31.3,,6200000,,17.3,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1003,2 лодж,,,,,,,1 пасс,1 груз,12,12,"вторичка,панельный",13.0,55.716691,34.0,37.888585,свободная,60.0,наземная,8890000,,19.0,15.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
1004,1 лодж,,,,,,,1 пасс,1 груз,7,17,"вторичка,панельный",10.0,55.699776,30.0,37.926719,свободная,52.0,наземная,6200000,,11.0,19.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1005,нет,,,,,,,1 пасс,,6,9,"вторичка,панельный",7.0,55.578177,19.0,37.653191,свободная,33.0,,4250000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1006,1 балк,,,,,,,,,4,5,"вторичка,кирпичный",,55.733001,35.0,37.614734,свободная,45.0,,14300000,,,,,,,,,свободнаяпланировка,,1.0,двор
1007,нет,,,,,,,1 пасс,1 груз,2,5,"вторичка,кирпично-монолитный",4.0,55.733695,20.0,37.620052,свободная,34.0,,21800000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1008,,,,,,,,,,5,5,"вторичка,кирпичный",8.5,55.722867,19.6,37.458544,свободная,34.4,наземная,5600000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1009,нет,,,,,,,2 пасс,1 груз,4,25,новостройка,,55.775753,25.5,37.671938,свободная,25.5,,6258687,"(4, 2017)",25.5,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
1010,1 балк,,,,,,,1 пасс,1 груз,8,14,"вторичка,панельный",8.0,55.713456,20.0,37.77758,свободная,35.0,,5200000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1011,,,,,,,,1 пасс,1 груз,3,12,"вторичка,панельный",9.0,55.747844,22.0,37.817313,свободная,39.0,,6100000,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1012,1 балк,,,,,,,1 пасс,1 груз,2,13,новостройка,12.3,55.742012,35.4,37.676547,свободная,67.5,,19708948,"(4, 2016)",,,0.0,0.0,0.0,0.0,0.0,2,2.0,,двор
1013,,,,,,,,1 пасс,,8,9,"вторичка,панельный",6.6,55.864348,19.0,37.69251,свободная,33.0,наземная,4800000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1014,1 балк,,,,,,,1 пасс,,4,9,"вторичка,панельный",6.2,55.618537,28.8,37.646318,альтернатива,46.0,наземная,5800000,,18.0,10.8,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1015,1 лодж,,,,,,,1 пасс,1 груз,13,17,"вторичка,панельный",10.0,55.682194,44.0,37.578738,альтернатива,74.0,наземная,17400000,,11.0,15.0,18.0,0.0,0.0,0.0,0.0,3,1.0,,двориулица
1016,1 лодж,,,,,,,1 пасс,1 груз,12,16,"вторичка,панельный",8.0,55.675616,19.1,37.693696,альтернатива,38.0,наземная,7200000,,19.1,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1017,,,,,,,,2 пасс,1 груз,14,19,"вторичка,панельный",7.0,55.668295,22.0,37.514607,свободная,40.0,наземная,7000000,,12.0,10.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,двор
1018,,,,,,,,1 пасс,,8,9,вторичка,6.0,55.870587,19.0,37.715606,свободная,33.0,,4400000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1019,1 балк,,,,,,,,,2,5,"вторичка,кирпичный",6.0,55.823156,16.8,37.597558,альтернатива,30.0,наземная,5700000,,16.8,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1020,нет,,,,,,,1 пасс,,6,9,"вторичка,панельный",6.0,55.598375,18.0,37.534281,свободная,32.5,наземная,4900000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1021,1 лодж,,,,,,,2 пасс,1 груз,6,17,"новостройка,монолитный",,55.869424,,37.473391,свободная,30.1,,3812767,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1022,нет,,,,,,,1 пасс,,3,9,"вторичка,панельный",7.0,55.657438,28.0,37.489841,свободная,45.0,,7800000,,17.0,11.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1023,1 лодж,,,,,,,2 пасс,1 груз,14,20,"новостройка,монолитный",,55.879981,18.0,37.597562,214,24.8,подземная,3250000,"(2, 2018)",18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
1024,нет,,,,,,,2 пасс,2 груз,30,31,"вторичка,монолитный",20.0,55.659571,109.0,37.560071,свободная,138.0,подземная,35880000,,25.0,24.0,23.0,0.0,0.0,0.0,0.0,3,2.0,,двориулица
1025,2 лодж,,,,,,,1 пасс,1 груз,15,17,"вторичка,панельный",10.5,55.611689,46.0,37.255291,свободная,77.5,,6300000,,,,,0.0,0.0,0.0,0.0,3,1.0,,двор
1026,,,,,,,,,,5,5,"вторичка,кирпичный",4.0,55.878511,14.6,37.717726,свободная,23.0,,3650000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1027,,,,,,,,1 пасс,1 груз,17,17,"вторичка,панельный",9.5,55.742367,16.2,37.417706,альтернатива,35.0,,7200000,,16.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,улица
1028,нет,,,,,,,4 пасс,,15,29,новостройка,,55.842603,,37.373409,свободная,29.7,,5290000,"(0, 0)",,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
1029,1 балк,,,,,,,1 пасс,1 груз,9,16,вторичка,10.0,55.776006,17.7,37.646274,свободная,39.0,наземная,11720000,,17.7,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1030,1 лодж,,,,,,,,,1,5,вторичка,13.0,55.890689,23.0,37.386831,свободная,54.0,,8750000,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
1031,1 лодж,,,,,,,1 пасс,1 груз,10,17,"вторичка,панельный",11.0,55.673321,48.0,37.763297,альтернатива,74.0,наземная,16000000,,18.0,16.0,14.0,0.0,0.0,0.0,0.0,3,1.0,,двор
1032,,,,,,,,1 пасс,,1,12,"вторичка,блочный",6.0,55.807096,19.0,37.58049,свободная,32.0,,5100000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1033,,,,,,,,1 пасс,,3,10,вторичка,7.2,55.779034,36.2,37.704835,свободная,65.2,,10950000,,20.6,15.6,0.0,0.0,0.0,0.0,0.0,2,1.0,,улица
1034,нет,,,,,,,1 пасс,2 груз,5,23,"вторичка,панельный",12.0,55.947238,46.0,37.349326,свободная,75.0,,7250000,,18.0,15.0,13.0,0.0,0.0,0.0,0.0,3,1.0,,двориулица
1035,1 балк,,,,,,,,,7,9,вторичка,6.0,55.647458,26.0,37.612874,свободная,36.8,наземная,6800000,,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1036,,,,,,,,,,1,5,"вторичка,кирпичный",6.5,55.739336,18.5,37.705275,свободная,30.0,наземная,5250000,,18.5,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1037,нет,,,,,,,2 пасс,,8,14,"вторичка,блочный",9.6,55.768289,20.0,37.837219,свободная,38.0,наземная,4980000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1038,,,,,,,,,,5,5,"вторичка,сталинский",10.0,55.813268,51.0,37.648421,свободная,80.0,наземная,14200000,,21.0,15.0,15.0,0.0,0.0,0.0,0.0,3,1.0,,двориулица
1039,1 балк,,,,,,,1 пасс,,2,9,"вторичка,кирпичный",6.0,55.816708,18.0,37.696507,альтернатива,30.0,,5400000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1040,1 лодж,,,,,,,1 пасс,1 груз,4,18,"вторичка,монолитный",15.0,55.689486,54.0,37.561877,свободная,90.0,подземная,40500000,,16.0,18.0,20.0,0.0,0.0,0.0,0.0,3,,2.0,двор
1041,1 балк,,,,,,,1 пасс,2 груз,10,24,"новостройка,монолитный",10.9,55.848134,26.3,37.637506,свободная,56.5,,11393640,,14.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1042,1 балк,,,,,,,2 пасс,,5,12,"вторичка,панельный",6.5,55.883217,24.0,37.519485,свободная,37.0,наземная,5600000,,14.0,10.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
1043,нет,,,,,,,1 пасс,1 груз,27,32,"новостройка,кирпично-монолитный",,55.645719,21.9,37.704716,свободная,30.9,,4601978,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1044,нет,,,,,,,1 пасс,,2,16,"вторичка,панельный",10.0,55.722958,21.0,37.384675,свободная,42.0,,5700000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1045,1 балк,,,,,,,,,3,5,"вторичка,блочный",6.0,55.716225,25.5,37.773529,свободная,40.5,наземная,5700000,,17.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1046,,,,,,,,1 пасс,,6,7,"вторичка,кирпичный",5.0,55.755859,23.0,37.588413,свободная,35.0,,14500000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1047,1 лодж,,,,,,,2 пасс,1 груз,2,17,"новостройка,монолитный",,55.869424,,37.473391,свободная,56.3,,6364152,,,,0.0,0.0,0.0,0.0,0.0,2,,2.0,улица
1048,нет,,,,,,,1 пасс,1 груз,8,18,"вторичка,панельный",10.0,55.668691,20.0,37.53747,свободная,40.0,,10000000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,улица
1049,нет,,,,,,,1 пасс,,2,7,"новостройка,кирпично-монолитный",,55.730857,,37.643866,свободная,38.6,,12149427,"(2, 2018)",,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
1050,нет,,,,,,,,,2,5,"вторичка,панельный",6.0,55.727116,19.0,37.457744,свободная,31.0,наземная,6000000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1051,,,,,,,,1 пасс,,3,9,"вторичка,панельный",7.0,55.819429,19.0,37.808788,свободная,32.9,наземная,5100000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1052,нет,,,,,,,1 пасс,,2,6,"вторичка,монолитный",15.0,55.738769,35.0,37.618255,свободная,55.0,,27406652,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1053,2 лодж,,,,,,,1 пасс,1 груз,1,14,"вторичка,кирпичный",8.7,55.813693,20.0,37.643273,свободная,36.0,,8800000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1054,1 лодж,,,,,,,1 пасс,,17,17,"вторичка,панельный",8.0,55.830275,19.0,37.501618,свободная,37.0,,7600000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1055,1 балк,,,,,,,1 пасс,,7,9,"вторичка,блочный",5.6,55.730831,32.3,37.674885,альтернатива,44.6,наземная,8200000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1056,,,,,,,,1 пасс,,8,9,"вторичка,панельный",6.6,55.87188,18.8,37.69401,свободная,33.0,,4800000,,18.8,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1057,1 лодж,,,,,,,,,30,32,"новостройка,монолитный",10.7,55.760073,14.8,37.738115,переуступка,38.6,,7255608,"(4, 2017)",14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
1058,1 балк,,,,,,,2 пасс,1 груз,6,22,"вторичка,блочный",10.0,55.799456,20.0,37.407852,свободная,40.0,подземная,7850000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
1059,нет,,,,,,,1 пасс,1 груз,11,26,"новостройка,монолитный",3.4,55.743254,13.2,37.421668,свободная,23.3,,7195040,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1060,1 балк,,,,,,,1 пасс,,3,8,"вторичка,кирпичный",6.0,55.875395,29.0,37.628146,свободная,45.0,,6300000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1061,1 балк,,,,,,,1 пасс,,7,9,вторичка,7.0,55.729579,18.0,37.77184,свободная,31.7,наземная,4850000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1062,1 балк,,,,,,,,,3,5,"вторичка,кирпичный",8.0,55.79938,19.0,37.770394,свободная,34.0,наземная,5550000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1063,1 балк,,,,,,,,,7,9,"вторичка,панельный",6.0,55.864156,32.0,37.499004,свободная,44.3,наземная,7000000,,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1064,,,,,,,,1 пасс,,3,9,"вторичка,панельный",6.5,55.624901,19.0,37.506433,свободная,33.0,,6350000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1065,1 балк,,,,,,,1 пасс,,4,9,"вторичка,кирпичный",6.0,55.791344,29.0,37.629547,альтернатива,44.0,,8700000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1066,нет,,,,,,,1 пасс,1 груз,10,16,"вторичка,панельный",17.0,55.755814,87.0,37.617635,свободная,138.0,наземная,20000000,,14.0,18.0,21.0,34.0,0.0,0.0,0.0,4,2.0,,двориулица
1067,1 балк,,,,,,,,,2,5,"вторичка,кирпичный",6.0,55.709941,30.0,37.733662,свободная,45.0,наземная,6500000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1068,,,,,,,,,,3,20,новостройка,,55.848943,,37.578073,свободная,34.9,,5454870,"(4, 2017)",,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
1069,нет,,,,,,,1 пасс,,2,9,"вторичка,панельный",6.0,55.785468,19.0,37.681272,альтернатива,33.0,,7100000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
1070,,,,,,,,2 пасс,2 груз,12,18,вторичка,7.0,55.842464,18.0,37.373302,свободная,29.0,,4900000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
1071,1 балк,,,,,,,1 пасс,,5,5,"вторичка,сталинский",5.0,55.682133,23.0,37.574597,свободная,33.0,наземная,6990000,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1072,нет,,,,,,,,,5,5,"вторичка,панельный",5.4,55.631651,26.5,37.656209,альтернатива,41.0,,6000000,,18.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1073,1 лодж,,,,,,,2 пасс,,9,12,"вторичка,панельный",10.0,55.716098,20.0,37.734892,свободная,38.0,,6650000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
1074,нет,,,,,,,2 пасс,2 груз,22,22,"вторичка,монолитный",15.0,55.848559,38.0,37.419045,свободная,75.3,многоуровневая,17200000,,20.0,18.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,двориулица
1075,1 балк,,,,,,,,,2,5,вторичка,10.0,55.82394,40.0,37.414122,свободная,51.5,наземная,9000000,,40.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,
1076,1 балк,,,,,,,1 пасс,,4,9,"вторичка,панельный",6.0,55.789406,28.0,37.49223,свободная,45.0,,7800000,,18.0,10.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
1077,1 балк,,,,,,,1 пасс,1 груз,2,9,новостройка,,55.729384,,37.739991,свободная,34.9,,6328312,"(1, 2018)",,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двориулица
1078,нет,,,,,,,3 груз,,5,25,вторичка,12.4,55.947238,46.0,37.349326,свободная,74.0,наземная,7390000,,18.1,14.5,13.2,0.0,0.0,0.0,0.0,3,1.0,,двориулица
1079,нет,,,,,,,,,5,5,"вторичка,блочный",6.0,55.75937,30.0,37.538431,альтернатива,45.0,,7500000,,18.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
1080,нет,,,,,,,1 пасс,1 груз,3,18,"новостройка,монолитный",,55.850616,20.0,37.618053,свободная,27.7,,4088336,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
